,DataPesquisa,de,para,Ida,Volta,preco
700,25/01/2020 15:15:11,GRU,CUN,2020-07-07,2020-07-17,3336
701,25/01/2020 15:15:11,GRU,CUN,2020-07-07,2020-07-18,3346
702,25/01/2020 15:15:11,GRU,CUN,2020-07-07,2020-07-19,3324
703,25/01/2020 15:15:11,GRU,CUN,2020-07-07,2020-07-20,3313
704,25/01/2020 15:15:11,GRU,CUN,2020-07-07,2020-07-21,3307
705,25/01/2020 15:15:11,GRU,CUN,2020-07-07,2020-07-22,3314
706,25/01/2020 15:15:11,GRU,PUJ,2020-07-01,2020-07-16,3350
707,25/01/2020 15:15:11,GRU,PUJ,2020-07-01,2020-07-17,3396
708,25/01/2020 15:15:11,GRU,PUJ,2020-07-01,2020-07-18,3377
709,25/01/2020 15:15:11,GRU,PUJ,2020-07-01,2020-07-19,3364
710,25/01/2020 15:15:11,GRU,PUJ,2020-07-01,2020-07-20,3313
711,25/01/2020 15:15:11,GRU,PUJ,2020-07-01,2020-07-21,3326
712,25/01/2020 15:15:11,GRU,PUJ,2020-07-01,2020-07-22,3337
713,25/01/2020 15:15:11,GRU,PUJ,2020-07-02,2020-07-16,3391
714,25/01/2020 15:15:11,GRU,PUJ,2020-07-02,2020-07-17,3435
715,25/01/2020 15:15:11,GRU,PUJ,2020-07-02,2020-07-18,3446
716,25/01/2020 15:15:11,GRU,PUJ,2020-07-02,2020-07-19,3419
717,25/01/2020 15:15:11,GRU,PUJ,2020-07-02,2020-07-20,3338
718,25/01/2020 15:15:11,GRU,PUJ,2020-07-02,2020-07-21,3376
719,25/01/2020 15:15:11,GRU,PUJ,2020-07-02,2020-07-22,3391
720,25/01/2020 15:15:11,GRU,PUJ,2020-07-03,2020-07-16,3447
721,25/01/2020 15:15:11,GRU,PUJ,2020-07-03,2020-07-17,3493
722,25/01/2020 15:15:11,GRU,PUJ,2020-07-03,2020-07-18,3494
723,25/01/2020 15:15:11,GRU,PUJ,2020-07-03,2020-07-19,3495
724,25/01/2020 15:15:11,GRU,PUJ,2020-07-03,2020-07-20,3392
725,25/01/2020 15:15:11,GRU,PUJ,2020-07-03,2020-07-21,3420
726,25/01/2020 15:15:11,GRU,PUJ,2020-07-03,2020-07-22,3429
727,25/01/2020 15:15:11,GRU,PUJ,2020-07-04,2020-07-16,3469
728,25/01/2020 15:15:11,GRU,PUJ,2020-07-04,2020-07-17,3515
729,25/01/2020 15:15:11,GRU,PUJ,2020-07-04,2020-07-18,3535
730,25/01/2020 15:15:11,GRU,PUJ,2020-07-04,2020-07-19,3524
731,25/01/2020 15:15:11,GRU,PUJ,2020-07-04,2020-07-20,3444
732,25/01/2020 15:15:11,GRU,PUJ,2020-07-04,2020-07-21,3458
733,25/01/2020 15:15:11,GRU,PUJ,2020-07-04,2020-07-22,3461
734,25/01/2020 15:15:11,GRU,PUJ,2020-07-05,2020-07-16,3474
735,25/01/2020 15:15:11,GRU,PUJ,2020-07-05,2020-07-17,3519
736,25/01/2020 15:15:11,GRU,PUJ,2020-07-05,2020-07-18,3533
737,25/01/2020 15:15:11,GRU,PUJ,2020-07-05,2020-07-19,3523
738,25/01/2020 15:15:11,GRU,PUJ,2020-07-05,2020-07-20,3456
739,25/01/2020 15:15:11,GRU,PUJ,2020-07-05,2020-07-21,3467
740,25/01/2020 15:15:11,GRU,PUJ,2020-07-05,2020-07-22,3476
741,25/01/2020 15:15:11,GRU,PUJ,2020-07-06,2020-07-16,3449
742,25/01/2020 15:15:11,GRU,PUJ,2020-07-06,2020-07-17,3525
743,25/01/2020 15:15:11,GRU,PUJ,2020-07-06,2020-07-18,3547
744,25/01/2020 15:15:11,GRU,PUJ,2020-07-06,2020-07-19,3520
745,25/01/2020 15:15:11,GRU,PUJ,2020-07-06,2020-07-20,3454
746,25/01/2020 15:15:11,GRU,PUJ,2020-07-06,2020-07-21,3491
747,25/01/2020 15:15:11,GRU,PUJ,2020-07-06,2020-07-22,3532
748,25/01/2020 15:15:11,GRU,PUJ,2020-07-07,2020-07-16,3487
749,25/01/2020 15:15:11,GRU,PUJ,2020-07-07,2020-07-17,3532
750,25/01/2020 15:15:11,GRU,PUJ,2020-07-07,2020-07-18,3570
751,25/01/2020 15:15:11,GRU,PUJ,2020-07-07,2020-07-19,3567
752,25/01/2020 15:15:11,GRU,PUJ,2020-07-07,2020-07-20,3483
753,25/01/2020 15:15:11,GRU,PUJ,2020-07-07,2020-07-21,3511
754,25/01/2020 15:15:11,GRU,PUJ,2020-07-07,2020-07-22,3521
755,25/01/2020 15:15:14,GRU,FEN,2020-07-04,2020-07-19,2307
756,25/01/2020 15:15:24,GRU,CUR,2020-07-04,2020-07-19,3297
757,25/01/2020 15:15:34,GRU,AUA,2020-07-04,2020-07-19,3596
758,25/01/2020 15:15:42,GRU,GPS,2020-07-04,2020-07-19,4389
759,25/01/2020 15:15:52,GRU,JNB,2020-07-04,2020-07-17,3532
760,25/01/2020 15:15:52,GRU,JNB,2020-07-04,2020-07-19,3644
761,25/01/2020 15:15:52,GRU,JNB,2020-07-06,2020-07-19,3309
762,25/01/2020 15:15:59,GRU,RAI,2020-07-04,2020-07-19,4479
763,25/01/2020 15:16:13,GIG,ATL,2020-07-03,2020-07-19,4941
764,25/01/2020 15:16:13,GIG,ATL,2020-07-04,2020-07-19,4941
765,25/01/2020 15:16:13,GIG,MIA,2020-07-01,2020-07-16,3356
766,25/01/2020 15:16:13,GIG,MIA,2020-07-01,2020-07-17,3440
767,25/01/2020 15:16:13,GIG,MIA,2020-07-01,2020-07-18,3425
768,25/01/2020 15:16:13,GIG,MIA,2020-07-01,2020-07-19,3414
769,25/01/2020 15:16:13,GIG,MIA,2020-07-01,2020-07-20,3378
770,25/01/2020 15:16:13,GIG,MIA,2020-07-01,2020-07-21,3362
771,25/01/2020 15:16:13,GIG,MIA,2020-07-01,2020-07-22,3381
772,25/01/2020 15:16:13,GIG,MIA,2020-07-02,2020-07-16,3288
773,25/01/2020 15:16:13,GIG,MIA,2020-07-02,2020-07-17,3319
774,25/01/2020 15:16:13,GIG,MIA,2020-07-02,2020-07-18,3328
775,25/01/2020 15:16:13,GIG,MIA,2020-07-02,2020-07-19,3313
776,25/01/2020 15:16:13,GIG,MIA,2020-07-02,2020-07-20,3294
777,25/01/2020 15:16:13,GIG,MIA,2020-07-02,2020-07-21,3352
778,25/01/2020 15:16:13,GIG,MIA,2020-07-02,2020-07-22,3319
779,25/01/2020 15:16:13,GIG,MIA,2020-07-03,2020-07-16,3372
780,25/01/2020 15:16:13,GIG,MIA,2020-07-03,2020-07-17,3427
781,25/01/2020 15:16:13,GIG,MIA,2020-07-03,2020-07-18,3419
782,25/01/2020 15:16:13,GIG,MIA,2020-07-03,2020-07-19,3421
783,25/01/2020 15:16:13,GIG,MIA,2020-07-03,2020-07-20,3382
784,25/01/2020 15:16:13,GIG,MIA,2020-07-03,2020-07-21,3429
785,25/01/2020 15:16:13,GIG,MIA,2020-07-03,2020-07-22,3489
786,25/01/2020 15:16:13,GIG,MIA,2020-07-04,2020-07-16,3470
787,25/01/2020 15:16:13,GIG,MIA,2020-07-04,2020-07-17,3460
788,25/01/2020 15:16:13,GIG,MIA,2020-07-04,2020-07-18,3454
789,25/01/2020 15:16:13,GIG,MIA,2020-07-04,2020-07-19,3452
790,25/01/2020 15:16:13,GIG,MIA,2020-07-04,2020-07-20,3384
791,25/01/2020 15:16:13,GIG,MIA,2020-07-04,2020-07-21,3460
792,25/01/2020 15:16:13,GIG,MIA,2020-07-04,2020-07-22,3484
793,25/01/2020 15:16:13,GIG,MIA,2020-07-05,2020-07-16,3555
794,25/01/2020 15:16:13,GIG,MIA,2020-07-05,2020-07-17,3534
795,25/01/2020 15:16:13,GIG,MIA,2020-07-05,2020-07-18,3509
796,25/01/2020 15:16:13,GIG,MIA,2020-07-05,2020-07-19,3514
797,25/01/2020 15:16:13,GIG,MIA,2020-07-05,2020-07-20,3379
798,25/01/2020 15:16:13,GIG,MIA,2020-07-05,2020-07-21,3460
799,25/01/2020 15:16:13,GIG,MIA,2020-07-05,2020-07-22,3530
800,25/01/2020 15:16:13,GIG,MIA,2020-07-06,2020-07-16,3491
801,25/01/2020 15:16:13,GIG,MIA,2020-07-06,2020-07-17,3564
802,25/01/2020 15:16:13,GIG,MIA,2020-07-06,2020-07-18,3540
803,25/01/2020 15:16:13,GIG,MIA,2020-07-06,2020-07-19,3546
804,25/01/2020 15:16:13,GIG,MIA,2020-07-06,2020-07-20,3393
805,25/01/2020 15:16:13,GIG,MIA,2020-07-06,2020-07-21,3469
806,25/01/2020 15:16:13,GIG,MIA,2020-07-06,2020-07-22,3539
807,25/01/2020 15:16:13,GIG,MIA,2020-07-07,2020-07-16,3460
808,25/01/2020 15:16:13,GIG,MIA,2020-07-07,2020-07-17,3910
809,25/01/2020 15:16:13,GIG,MIA,2020-07-07,2020-07-18,3548
810,25/01/2020 15:16:13,GIG,MIA,2020-07-07,2020-07-19,3548
811,25/01/2020 15:16:13,GIG,MIA,2020-07-07,2020-07-20,3421
812,25/01/2020 15:16:13,GIG,MIA,2020-07-07,2020-07-21,3491
813,25/01/2020 15:16:13,GIG,MIA,2020-07-07,2020-07-22,3514
814,25/01/2020 15:16:25,GIG,MDZ,2020-07-03,2020-07-19,1780
815,25/01/2020 15:16:25,GIG,MDZ,2020-07-04,2020-07-19,1708
816,25/01/2020 15:16:34,GIG,BRC,2020-07-03,2020-07-19,2227
817,25/01/2020 15:16:34,GIG,BRC,2020-07-04,2020-07-19,2280
818,25/01/2020 15:16:35,GIG,LIM,2020-07-01,2020-07-16,1626
819,25/01/2020 15:16:35,GIG,LIM,2020-07-01,2020-07-17,1624
820,25/01/2020 15:16:35,GIG,LIM,2020-07-01,2020-07-18,1624
821,25/01/2020 15:16:35,GIG,LIM,2020-07-01,2020-07-19,1628
822,25/01/2020 15:16:35,GIG,LIM,2020-07-01,2020-07-20,1732
823,25/01/2020 15:16:35,GIG,LIM,2020-07-01,2020-07-21,1705
824,25/01/2020 15:16:35,GIG,LIM,2020-07-01,2020-07-22,1621
825,25/01/2020 15:16:35,GIG,LIM,2020-07-02,2020-07-16,1700
826,25/01/2020 15:16:35,GIG,LIM,2020-07-02,2020-07-17,1706
827,25/01/2020 15:16:35,GIG,LIM,2020-07-02,2020-07-18,1704
828,25/01/2020 15:16:35,GIG,LIM,2020-07-02,2020-07-19,1712
829,25/01/2020 15:16:35,GIG,LIM,2020-07-02,2020-07-20,1759
830,25/01/2020 15:16:35,GIG,LIM,2020-07-02,2020-07-21,1753
831,25/01/2020 15:16:35,GIG,LIM,2020-07-02,2020-07-22,1699
832,25/01/2020 15:16:35,GIG,LIM,2020-07-03,2020-07-16,1765
833,25/01/2020 15:16:35,GIG,LIM,2020-07-03,2020-07-17,1779
834,25/01/2020 15:16:35,GIG,LIM,2020-07-03,2020-07-18,1777
835,25/01/2020 15:16:35,GIG,LIM,2020-07-03,2020-07-19,1782
836,25/01/2020 15:16:35,GIG,LIM,2020-07-03,2020-07-20,1784
837,25/01/2020 15:16:35,GIG,LIM,2020-07-03,2020-07-21,1786
838,25/01/2020 15:16:35,GIG,LIM,2020-07-03,2020-07-22,1757
839,25/01/2020 15:16:35,GIG,LIM,2020-07-04,2020-07-16,1777
840,25/01/2020 15:16:35,GIG,LIM,2020-07-04,2020-07-17,1791
841,25/01/2020 15:16:35,GIG,LIM,2020-07-04,2020-07-18,1793
842,25/01/2020 15:16:35,GIG,LIM,2020-07-04,2020-07-19,1798
843,25/01/2020 15:16:35,GIG,LIM,2020-07-04,2020-07-20,1783
844,25/01/2020 15:16:35,GIG,LIM,2020-07-04,2020-07-21,1786
845,25/01/2020 15:16:35,GIG,LIM,2020-07-04,2020-07-22,1778
846,25/01/2020 15:16:35,GIG,LIM,2020-07-05,2020-07-16,1857
847,25/01/2020 15:16:35,GIG,LIM,2020-07-05,2020-07-17,1864
848,25/01/2020 15:16:35,GIG,LIM,2020-07-05,2020-07-18,1867
849,25/01/2020 15:16:35,GIG,LIM,2020-07-05,2020-07-19,1875
850,25/01/2020 15:16:35,GIG,LIM,2020-07-05,2020-07-20,1824
851,25/01/2020 15:16:35,GIG,LIM,2020-07-05,2020-07-21,1824
852,25/01/2020 15:16:35,GIG,LIM,2020-07-05,2020-07-22,1851
853,25/01/2020 15:16:35,GIG,LIM,2020-07-06,2020-07-16,1905
854,25/01/2020 15:16:35,GIG,LIM,2020-07-06,2020-07-17,1968
855,25/01/2020 15:16:35,GIG,LIM,2020-07-06,2020-07-18,1906
856,25/01/2020 15:16:35,GIG,LIM,2020-07-06,2020-07-19,1907
857,25/01/2020 15:16:35,GIG,LIM,2020-07-06,2020-07-20,1902
858,25/01/2020 15:16:35,GIG,LIM,2020-07-06,2020-07-21,1899
859,25/01/2020 15:16:35,GIG,LIM,2020-07-06,2020-07-22,1912
860,25/01/2020 15:16:35,GIG,LIM,2020-07-07,2020-07-16,1878
861,25/01/2020 15:16:35,GIG,LIM,2020-07-07,2020-07-17,1886
862,25/01/2020 15:16:35,GIG,LIM,2020-07-07,2020-07-18,1902
863,25/01/2020 15:16:35,GIG,LIM,2020-07-07,2020-07-19,1904
864,25/01/2020 15:16:35,GIG,LIM,2020-07-07,2020-07-20,1904
865,25/01/2020 15:16:35,GIG,LIM,2020-07-07,2020-07-21,1889
866,25/01/2020 15:16:35,GIG,LIM,2020-07-07,2020-07-22,1904
867,25/01/2020 15:16:43,GIG,CTG,2020-07-03,2020-07-19,2587
868,25/01/2020 15:16:43,GIG,CTG,2020-07-04,2020-07-19,2207
869,25/01/2020 15:16:52,GIG,ADZ,2020-07-03,2020-07-19,2663
870,25/01/2020 15:16:52,GIG,ADZ,2020-07-04,2020-07-19,2747
871,25/01/2020 15:17:01,GIG,FRA,2020-07-02,2020-07-22,4609
872,25/01/2020 15:17:01,GIG,FRA,2020-07-03,2020-07-19,4743
873,25/01/2020 15:17:01,GIG,FRA,2020-07-04,2020-07-19,4743
874,25/01/2020 15:17:02,GIG,LIS,2020-07-01,2020-07-16,3697
875,25/01/2020 15:17:02,GIG,LIS,2020-07-01,2020-07-17,3689
876,25/01/2020 15:17:02,GIG,LIS,2020-07-01,2020-07-18,3737
877,25/01/2020 15:17:02,GIG,LIS,2020-07-01,2020-07-19,3783
878,25/01/2020 15:17:02,GIG,LIS,2020-07-01,2020-07-20,3840
879,25/01/2020 15:17:02,GIG,LIS,2020-07-01,2020-07-21,3858
880,25/01/2020 15:17:02,GIG,LIS,2020-07-01,2020-07-22,3994
881,25/01/2020 15:17:02,GIG,LIS,2020-07-02,2020-07-16,3699
882,25/01/2020 15:17:02,GIG,LIS,2020-07-02,2020-07-17,3820
883,25/01/2020 15:17:02,GIG,LIS,2020-07-02,2020-07-18,3870
884,25/01/2020 15:17:02,GIG,LIS,2020-07-02,2020-07-19,3867
885,25/01/2020 15:17:02,GIG,LIS,2020-07-02,2020-07-20,3925
886,25/01/2020 15:17:02,GIG,LIS,2020-07-02,2020-07-21,3974
887,25/01/2020 15:17:02,GIG,LIS,2020-07-02,2020-07-22,3916
888,25/01/2020 15:17:02,GIG,LIS,2020-07-03,2020-07-16,3643
889,25/01/2020 15:17:02,GIG,LIS,2020-07-03,2020-07-17,3626
890,25/01/2020 15:17:02,GIG,LIS,2020-07-03,2020-07-18,3799
891,25/01/2020 15:17:02,GIG,LIS,2020-07-03,2020-07-19,3739
892,25/01/2020 15:17:02,GIG,LIS,2020-07-03,2020-07-20,3827
893,25/01/2020 15:17:02,GIG,LIS,2020-07-03,2020-07-21,3833
894,25/01/2020 15:17:02,GIG,LIS,2020-07-03,2020-07-22,3847
895,25/01/2020 15:17:02,GIG,LIS,2020-07-04,2020-07-16,3543
896,25/01/2020 15:17:02,GIG,LIS,2020-07-04,2020-07-17,3789
897,25/01/2020 15:17:02,GIG,LIS,2020-07-04,2020-07-18,4081
898,25/01/2020 15:17:02,GIG,LIS,2020-07-04,2020-07-19,3976
899,25/01/2020 15:17:02,GIG,LIS,2020-07-04,2020-07-20,3773
900,25/01/2020 15:17:02,GIG,LIS,2020-07-04,2020-07-21,3782
901,25/01/2020 15:17:02,GIG,LIS,2020-07-04,2020-07-22,3798
902,25/01/2020 15:17:02,GIG,LIS,2020-07-05,2020-07-16,3338
903,25/01/2020 15:17:02,GIG,LIS,2020-07-05,2020-07-17,3497
904,25/01/2020 15:17:02,GIG,LIS,2020-07-05,2020-07-18,3504
905,25/01/2020 15:17:02,GIG,LIS,2020-07-05,2020-07-19,3481
906,25/01/2020 15:17:02,GIG,LIS,2020-07-05,2020-07-20,3457
907,25/01/2020 15:17:02,GIG,LIS,2020-07-05,2020-07-21,3497
908,25/01/2020 15:17:02,GIG,LIS,2020-07-05,2020-07-22,3550
909,25/01/2020 15:17:02,GIG,LIS,2020-07-06,2020-07-16,3780
910,25/01/2020 15:17:02,GIG,LIS,2020-07-06,2020-07-17,4017
911,25/01/2020 15:17:02,GIG,LIS,2020-07-06,2020-07-18,4216
912,25/01/2020 15:17:02,GIG,LIS,2020-07-06,2020-07-19,4201
913,25/01/2020 15:17:02,GIG,LIS,2020-07-06,2020-07-20,3884
914,25/01/2020 15:17:02,GIG,LIS,2020-07-06,2020-07-21,3908
915,25/01/2020 15:17:02,GIG,LIS,2020-07-06,2020-07-22,3986
916,25/01/2020 15:17:02,GIG,LIS,2020-07-07,2020-07-16,3420
917,25/01/2020 15:17:02,GIG,LIS,2020-07-07,2020-07-17,4000
918,25/01/2020 15:17:02,GIG,LIS,2020-07-07,2020-07-18,4199
919,25/01/2020 15:17:02,GIG,LIS,2020-07-07,2020-07-19,4222
920,25/01/2020 15:17:02,GIG,LIS,2020-07-07,2020-07-20,3856
921,25/01/2020 15:17:02,GIG,LIS,2020-07-07,2020-07-21,3919
922,25/01/2020 15:17:02,GIG,LIS,2020-07-07,2020-07-22,3950
923,25/01/2020 15:17:02,GIG,CUN,2020-07-01,2020-07-16,3618
924,25/01/2020 15:17:02,GIG,CUN,2020-07-01,2020-07-17,3601
925,25/01/2020 15:17:02,GIG,CUN,2020-07-01,2020-07-18,3623
926,25/01/2020 15:17:02,GIG,CUN,2020-07-01,2020-07-19,3641
927,25/01/2020 15:17:02,GIG,CUN,2020-07-01,2020-07-20,3594
928,25/01/2020 15:17:02,GIG,CUN,2020-07-01,2020-07-21,3585
929,25/01/2020 15:17:02,GIG,CUN,2020-07-01,2020-07-22,3601
930,25/01/2020 15:17:02,GIG,CUN,2020-07-02,2020-07-16,3653
931,25/01/2020 15:17:02,GIG,CUN,2020-07-02,2020-07-17,3645
932,25/01/2020 15:17:02,GIG,CUN,2020-07-02,2020-07-18,3665
933,25/01/2020 15:17:02,GIG,CUN,2020-07-02,2020-07-19,3689
934,25/01/2020 15:17:02,GIG,CUN,2020-07-02,2020-07-20,3608
935,25/01/2020 15:17:02,GIG,CUN,2020-07-02,2020-07-21,3607
936,25/01/2020 15:17:02,GIG,CUN,2020-07-02,2020-07-22,3619
937,25/01/2020 15:17:02,GIG,CUN,2020-07-03,2020-07-16,3705
938,25/01/2020 15:17:02,GIG,CUN,2020-07-03,2020-07-17,3712
939,25/01/2020 15:17:02,GIG,CUN,2020-07-03,2020-07-18,3674
940,25/01/2020 15:17:02,GIG,CUN,2020-07-03,2020-07-19,3682
941,25/01/2020 15:17:02,GIG,CUN,2020-07-03,2020-07-20,3653
942,25/01/2020 15:17:02,GIG,CUN,2020-07-03,2020-07-21,3665
943,25/01/2020 15:17:02,GIG,CUN,2020-07-03,2020-07-22,3677
944,25/01/2020 15:17:02,GIG,CUN,2020-07-04,2020-07-16,3759
945,25/01/2020 15:17:02,GIG,CUN,2020-07-04,2020-07-17,3778
946,25/01/2020 15:17:02,GIG,CUN,2020-07-04,2020-07-18,3771
947,25/01/2020 15:17:02,GIG,CUN,2020-07-04,2020-07-19,3751
948,25/01/2020 15:17:02,GIG,CUN,2020-07-04,2020-07-20,3712
949,25/01/2020 15:17:02,GIG,CUN,2020-07-04,2020-07-21,3726
950,25/01/2020 15:17:02,GIG,CUN,2020-07-04,2020-07-22,3734
951,25/01/2020 15:17:02,GIG,CUN,2020-07-05,2020-07-16,3754
952,25/01/2020 15:17:02,GIG,CUN,2020-07-05,2020-07-17,3772
953,25/01/2020 15:17:02,GIG,CUN,2020-07-05,2020-07-18,3777
954,25/01/2020 15:17:02,GIG,CUN,2020-07-05,2020-07-19,3770
955,25/01/2020 15:17:02,GIG,CUN,2020-07-05,2020-07-20,3707
956,25/01/2020 15:17:02,GIG,CUN,2020-07-05,2020-07-21,3713
957,25/01/2020 15:17:02,GIG,CUN,2020-07-05,2020-07-22,3733
958,25/01/2020 15:17:02,GIG,CUN,2020-07-06,2020-07-16,3700
959,25/01/2020 15:17:02,GIG,CUN,2020-07-06,2020-07-17,3716
960,25/01/2020 15:17:02,GIG,CUN,2020-07-06,2020-07-18,3748
961,25/01/2020 15:17:02,GIG,CUN,2020-07-06,2020-07-19,3748
962,25/01/2020 15:17:02,GIG,CUN,2020-07-06,2020-07-20,3722
963,25/01/2020 15:17:02,GIG,CUN,2020-07-06,2020-07-21,3712
964,25/01/2020 15:17:02,GIG,CUN,2020-07-06,2020-07-22,3711
965,25/01/2020 15:17:02,GIG,CUN,2020-07-07,2020-07-16,3706
966,25/01/2020 15:17:02,GIG,CUN,2020-07-07,2020-07-17,3715
967,25/01/2020 15:17:02,GIG,CUN,2020-07-07,2020-07-18,3752
968,25/01/2020 15:17:02,GIG,CUN,2020-07-07,2020-07-19,3764
969,25/01/2020 15:17:02,GIG,CUN,2020-07-07,2020-07-20,3724
970,25/01/2020 15:17:02,GIG,CUN,2020-07-07,2020-07-21,3721
971,25/01/2020 15:17:02,GIG,CUN,2020-07-07,2020-07-22,3720
972,25/01/2020 15:17:12,GIG,PUJ,2020-07-04,2020-07-19,4336
973,25/01/2020 15:17:12,GIG,PUJ,2020-07-05,2020-07-18,4374
974,25/01/2020 15:17:15,GIG,FEN,2020-07-04,2020-07-19,2098
975,25/01/2020 15:17:22,GIG,CUR,2020-07-04,2020-07-19,3688
976,25/01/2020 15:17:33,GIG,AUA,2020-07-04,2020-07-19,3655
977,25/01/2020 15:17:43,GIG,GPS,2020-07-04,2020-07-19,4403
978,25/01/2020 15:17:54,GIG,JNB,2020-07-04,2020-07-19,3962
979,25/01/2020 15:18:01,GIG,RAI,2020-07-04,2020-07-19,4479
